id,ItemNumber,Description,product_use_type,collection,range,Stacking,Stacks,"Dolly stacks",Folding,"Folded Height","Folded Depth","Adjustable height","Overall Height","Min Overall Height","Max Overall Height","Overall width","Overall depth","Seat Height","Min Seat Height","Max Seat Height","Arm Height","Min Arm Height","Max Arm Height","Customers own material (COM)","Customers own leather (COL)",Weight,"Carton Weight","Carton volume","Quantity / Carton",Top
326442,"ESCALAS 0415MA","Wooden 80cm / 31.5"" right table top.8cm x 80cm x 80cm / 3.1"" x 31.5"" x 31.5"" (measurement without base)Dimensions in specification, includes the frame / base height.","Lounge, Modular, Sofas",Inclass,Escalas,No,,,No,0,0,No,0,0,0,80,80,30,0,0,0,0,0,0,0,10.5,10.5,0.22,1,"SO1114, SO1115, SO1117, SO1125, SP1548"
