id,ItemNumber,Description,product_use_type,collection,range,Stacking,Stacks,"Dolly stacks",Folding,"Folded Height","Folded Depth","Adjustable height","Overall Height","Min Overall Height","Max Overall Height","Overall width","Overall depth","Seat Height","Min Seat Height","Max Seat Height","Arm Height","Min Arm Height","Max Arm Height","Customers own material (COM)","Customers own leather (COL)",Weight,"Carton Weight","Carton volume","Quantity / Carton",Frame,Shell
326162,"ALTEA 2.0","Fully upholstered arm chair with 4-leg base. Greenguard Gold-certified to protect indoor air quality.","Chairs, Dining chairs, Greenguard, Guest Chairs",Inclass,Altea,No,,,No,0,0,No,81,0,0,64,59,42,0,0,66,0,0,1.7,0,10,12.5,0.37,1,"SO1103, SO1105, SO1106","SO1035, SO1039, SO1082, SO1084, SO1287"
