id,ItemNumber,Description,product_use_type,collection,range,Stacking,Stacks,"Dolly stacks",Folding,"Folded Height","Folded Depth","Adjustable height","Overall Height","Min Overall Height","Max Overall Height","Overall width","Overall depth","Seat Height","Min Seat Height","Max Seat Height","Arm Height","Min Arm Height","Max Arm Height","Customers own material (COM)","Customers own leather (COL)",Weight,"Carton Weight","Carton volume","Quantity / Carton",Seat,Back
334928,"ESCALAS 0200TA","Upholstered 80cm / 31.5"" central seat with backrest.47cm x 80cm x 80cm / 18.5"" x 31.5"" x 31.5"" (measurements without base)Dimensions in specification, includes the frame / base height.","Lounge, Modular, Sofas",Inclass,Escalas,No,,,No,0,0,No,69,0,0,80,80,42,0,0,0,0,0,2.2,0,13.5,15.5,0.5,1,"SO1035, SO1039, SO1082, SO1084, SO1287","SO1035, SO1039, SO1082, SO1084, SO1287"
