id,ItemNumber,Description,product_use_type,collection,range,Stacking,Stacks,"Dolly stacks",Folding,"Folded Height","Folded Depth","Adjustable height","Overall Height","Min Overall Height","Max Overall Height","Overall width","Overall depth","Seat Height","Min Seat Height","Max Seat Height","Arm Height","Min Arm Height","Max Arm Height","Customers own material (COM)","Customers own leather (COL)",Weight,"Carton Weight","Carton volume","Quantity / Carton",Frame
326418,"ESCALAS 0040","Epoxy coated frame for sofa - 320 x 80cm / 126"" x 31.5""","Lounge, Modular, Sofas",Inclass,Escalas,No,,,No,0,0,No,26,0,0,320,80,0,0,0,0,0,0,0,0,34.3,59.9,1.71,1,"SO1105, SO1106"
