id,ItemNumber,Description,product_use_type,collection,range,Stacking,Stacks,"Dolly stacks",Folding,"Folded Height","Folded Depth","Adjustable height","Overall Height","Min Overall Height","Max Overall Height","Overall width","Overall depth","Seat Height","Min Seat Height","Max Seat Height","Arm Height","Min Arm Height","Max Arm Height","Customers own material (COM)","Customers own leather (COL)",Weight,"Carton Weight","Carton volume","Quantity / Carton",Arm,Top
326447,"ESCALAS 0430LC","40cm / 15.7"" central arm-table with a lacquered table top that lifts for storage access.","Lounge, Modular, Sofas",Inclass,Escalas,No,,,No,0,0,No,59,0,0,40,80,0,0,0,0,0,0,1.7,0,18,20,0.22,1,"SO1035, SO1039, SO1082, SO1084, SO1287","SO1114, SO1115, SP1548"
